,24.osc2waveform,26.lfo1waveform,32.lfo1destination,30.lfo1amount,28.lfo1rate,3.cufoff
28,0.426666667,0.042666667,0.64,0.170666667,0.128,0.213333333
29,0.128,0.512,0.512,0.0,0.256,0.298666667
30,0.128,0.469333333,0.341333333,0.042666667,0.341333333,0.298666667
31,0.512,0.469333333,0.042666667,0.085333333,0.170666667,0.128
32,0.469333333,0.426666667,0.128,0.170666667,0.170666667,0.298666667
33,0.554666667,0.512,0.554666667,0.298666667,0.554666667,0.042666667
34,0.256,0.0,0.128,0.597333333,0.597333333,0.341333333
35,0.597333333,0.170666667,0.256,0.426666667,0.426666667,0.554666667
36,0.256,0.213333333,0.426666667,0.597333333,0.384,0.426666667
37,0.597333333,0.597333333,0.384,0.384,0.298666667,0.256
38,0.512,0.512,0.0,0.170666667,0.042666667,0.384
39,0.341333333,0.512,0.298666667,0.213333333,0.128,0.0
40,0.426666667,0.085333333,0.469333333,0.384,0.341333333,0.085333333
41,0.298666667,0.341333333,0.298666667,0.469333333,0.426666667,0.384
42,0.341333333,0.298666667,0.512,0.384,0.256,0.0
43,0.170666667,0.384,0.554666667,0.554666667,0.512,0.256
44,0.170666667,0.384,0.298666667,0.469333333,0.042666667,0.298666667
45,0.384,0.128,0.256,0.384,0.213333333,0.384
46,0.384,0.341333333,0.597333333,0.554666667,0.597333333,0.170666667
47,0.042666667,0.128,0.512,0.384,0.256,0.426666667
48,0.597333333,0.512,0.170666667,0.085333333,0.213333333,0.256
49,0.0,0.64,0.042666667,0.341333333,0.384,0.298666667
50,0.213333333,0.256,0.128,0.085333333,0.341333333,0.469333333
51,0.597333333,0.256,0.426666667,0.085333333,0.597333333,0.042666667
52,0.554666667,0.085333333,0.298666667,0.128,0.554666667,0.512
53,0.597333333,0.085333333,0.213333333,0.128,0.64,0.170666667
54,0.170666667,0.384,0.170666667,0.426666667,0.0,0.213333333
55,0.256,0.042666667,0.341333333,0.64,0.341333333,0.469333333
56,0.341333333,0.042666667,0.597333333,0.128,0.469333333,0.512
57,0.597333333,0.298666667,0.170666667,0.64,0.256,0.085333333
58,0.64,0.170666667,0.170666667,0.384,0.042666667,0.128
59,0.384,0.256,0.0,0.170666667,0.597333333,0.256
60,0.298666667,0.128,0.512,0.554666667,0.213333333,0.469333333
61,0.597333333,0.0,0.512,0.384,0.170666667,0.64
62,0.170666667,0.0,0.213333333,0.256,0.341333333,0.256
63,0.298666667,0.042666667,0.341333333,0.341333333,0.298666667,0.0
64,0.042666667,0.213333333,0.64,0.213333333,0.554666667,0.298666667
65,0.64,0.512,0.128,0.0,0.597333333,0.512
66,0.597333333,0.170666667,0.0,0.085333333,0.554666667,0.256
67,0.256,0.597333333,0.085333333,0.384,0.0,0.128
68,0.0,0.298666667,0.042666667,0.042666667,0.256,0.298666667
69,0.256,0.085333333,0.0,0.426666667,0.256,0.0
70,0.64,0.256,0.0,0.469333333,0.426666667,0.128
71,0.213333333,0.128,0.384,0.256,0.170666667,0.256
72,0.256,0.0,0.042666667,0.426666667,0.085333333,0.554666667
73,0.298666667,0.0,0.64,0.512,0.426666667,0.298666667
74,0.042666667,0.341333333,0.256,0.128,0.597333333,0.554666667
75,0.128,0.512,0.554666667,0.213333333,0.384,0.298666667
76,0.554666667,0.128,0.341333333,0.341333333,0.597333333,0.042666667
77,0.042666667,0.469333333,0.085333333,0.597333333,0.298666667,0.426666667
78,0.128,0.213333333,0.0,0.042666667,0.554666667,0.384
79,0.042666667,0.426666667,0.597333333,0.554666667,0.64,0.298666667
80,0.085333333,0.042666667,0.042666667,0.469333333,0.128,0.213333333
81,0.213333333,0.256,0.426666667,0.213333333,0.469333333,0.469333333
82,0.341333333,0.042666667,0.469333333,0.128,0.042666667,0.597333333
83,0.213333333,0.085333333,0.426666667,0.384,0.085333333,0.597333333
84,0.384,0.128,0.554666667,0.256,0.085333333,0.341333333
85,0.0,0.298666667,0.64,0.512,0.384,0.298666667
86,0.213333333,0.085333333,0.128,0.384,0.384,0.554666667
87,0.042666667,0.512,0.469333333,0.341333333,0.170666667,0.384
88,0.256,0.085333333,0.384,0.554666667,0.042666667,0.256
89,0.213333333,0.256,0.298666667,0.554666667,0.298666667,0.469333333
90,0.042666667,0.597333333,0.469333333,0.213333333,0.128,0.0
91,0.426666667,0.384,0.554666667,0.469333333,0.597333333,0.64
92,0.597333333,0.085333333,0.426666667,0.170666667,0.213333333,0.256
93,0.341333333,0.170666667,0.042666667,0.597333333,0.042666667,0.298666667
94,0.384,0.256,0.128,0.085333333,0.512,0.341333333
95,0.341333333,0.298666667,0.128,0.213333333,0.042666667,0.298666667
96,0.042666667,0.256,0.213333333,0.085333333,0.128,0.469333333
97,0.0,0.298666667,0.128,0.554666667,0.512,0.597333333
98,0.512,0.384,0.597333333,0.426666667,0.128,0.0
99,0.64,0.170666667,0.213333333,0.170666667,0.554666667,0.384
100,0.597333333,0.298666667,0.042666667,0.64,0.469333333,0.426666667
101,0.0,0.554666667,0.298666667,0.469333333,0.384,0.554666667
102,0.298666667,0.0,0.170666667,0.256,0.128,0.554666667
103,0.128,0.128,0.170666667,0.469333333,0.469333333,0.298666667
104,0.426666667,0.128,0.341333333,0.426666667,0.341333333,0.042666667
105,0.042666667,0.085333333,0.341333333,0.085333333,0.256,0.469333333
106,0.128,0.128,0.469333333,0.341333333,0.213333333,0.128
107,0.042666667,0.426666667,0.384,0.042666667,0.170666667,0.597333333
108,0.512,0.0,0.0,0.213333333,0.128,0.128
109,0.298666667,0.426666667,0.64,0.128,0.085333333,0.298666667
110,0.554666667,0.512,0.384,0.170666667,0.085333333,0.085333333
111,0.384,0.426666667,0.426666667,0.128,0.469333333,0.0
112,0.341333333,0.085333333,0.64,0.298666667,0.298666667,0.298666667
113,0.085333333,0.042666667,0.597333333,0.0,0.597333333,0.384
114,0.085333333,0.341333333,0.64,0.128,0.426666667,0.256
115,0.64,0.085333333,0.469333333,0.0,0.128,0.554666667
116,0.0,0.0,0.042666667,0.0,0.64,0.128
117,0.0,0.170666667,0.128,0.64,0.298666667,0.0
118,0.554666667,0.384,0.426666667,0.042666667,0.384,0.384
119,0.256,0.256,0.512,0.597333333,0.64,0.597333333
120,0.128,0.384,0.042666667,0.213333333,0.597333333,0.256
121,0.042666667,0.256,0.085333333,0.384,0.469333333,0.256
122,0.341333333,0.426666667,0.0,0.597333333,0.256,0.64
123,0.341333333,0.597333333,0.64,0.298666667,0.298666667,0.64
124,0.042666667,0.128,0.213333333,0.426666667,0.384,0.213333333
125,0.426666667,0.554666667,0.554666667,0.597333333,0.512,0.384
126,0.213333333,0.0,0.128,0.384,0.597333333,0.341333333
127,0.426666667,0.512,0.597333333,0.298666667,0.512,0.085333333
128,0.341333333,0.341333333,0.213333333,0.298666667,0.512,0.512
129,0.554666667,0.597333333,0.213333333,0.128,0.128,0.128
130,0.128,0.597333333,0.426666667,0.256,0.0,0.213333333
131,0.213333333,0.554666667,0.426666667,0.213333333,0.042666667,0.298666667
132,0.597333333,0.469333333,0.170666667,0.597333333,0.384,0.597333333
133,0.170666667,0.469333333,0.597333333,0.128,0.213333333,0.64
134,0.341333333,0.384,0.170666667,0.298666667,0.426666667,0.469333333
135,0.341333333,0.426666667,0.085333333,0.0,0.384,0.64
136,0.256,0.512,0.554666667,0.597333333,0.256,0.384
137,0.213333333,0.64,0.213333333,0.128,0.085333333,0.128
138,0.298666667,0.554666667,0.042666667,0.597333333,0.213333333,0.384
139,0.0,0.469333333,0.256,0.256,0.554666667,0.341333333
140,0.085333333,0.0,0.426666667,0.426666667,0.128,0.0
141,0.64,0.554666667,0.554666667,0.512,0.170666667,0.213333333
142,0.298666667,0.554666667,0.554666667,0.384,0.213333333,0.64
143,0.128,0.298666667,0.426666667,0.298666667,0.426666667,0.256
144,0.64,0.341333333,0.426666667,0.213333333,0.554666667,0.213333333
145,0.341333333,0.256,0.341333333,0.085333333,0.384,0.298666667
146,0.426666667,0.213333333,0.512,0.512,0.341333333,0.213333333
147,0.128,0.512,0.213333333,0.256,0.256,0.469333333
148,0.554666667,0.554666667,0.042666667,0.170666667,0.512,0.341333333
149,0.128,0.341333333,0.597333333,0.597333333,0.0,0.128
150,0.341333333,0.213333333,0.64,0.213333333,0.597333333,0.384
151,0.170666667,0.597333333,0.341333333,0.469333333,0.469333333,0.341333333
152,0.384,0.213333333,0.554666667,0.341333333,0.170666667,0.085333333
153,0.512,0.341333333,0.085333333,0.554666667,0.0,0.554666667
154,0.0,0.128,0.213333333,0.213333333,0.554666667,0.469333333
155,0.597333333,0.170666667,0.0,0.469333333,0.042666667,0.426666667
156,0.341333333,0.341333333,0.128,0.597333333,0.341333333,0.213333333
157,0.298666667,0.384,0.085333333,0.170666667,0.213333333,0.085333333
158,0.426666667,0.469333333,0.64,0.597333333,0.512,0.64
159,0.512,0.554666667,0.341333333,0.256,0.128,0.170666667
160,0.64,0.341333333,0.469333333,0.554666667,0.341333333,0.170666667
161,0.256,0.170666667,0.170666667,0.384,0.597333333,0.042666667
162,0.0,0.298666667,0.085333333,0.469333333,0.426666667,0.554666667
163,0.341333333,0.298666667,0.298666667,0.597333333,0.469333333,0.298666667
164,0.384,0.426666667,0.256,0.213333333,0.64,0.512
165,0.384,0.298666667,0.426666667,0.256,0.469333333,0.170666667
166,0.469333333,0.64,0.597333333,0.426666667,0.597333333,0.213333333
167,0.298666667,0.256,0.256,0.128,0.0,0.170666667
168,0.384,0.426666667,0.085333333,0.512,0.213333333,0.128
169,0.554666667,0.085333333,0.64,0.469333333,0.128,0.384
170,0.256,0.384,0.64,0.256,0.384,0.554666667
171,0.554666667,0.298666667,0.512,0.341333333,0.0,0.0
172,0.128,0.256,0.0,0.341333333,0.597333333,0.213333333
173,0.128,0.426666667,0.256,0.554666667,0.170666667,0.341333333
174,0.128,0.64,0.256,0.597333333,0.426666667,0.170666667
175,0.213333333,0.085333333,0.170666667,0.256,0.426666667,0.042666667
176,0.256,0.64,0.256,0.042666667,0.042666667,0.213333333
177,0.341333333,0.554666667,0.384,0.469333333,0.384,0.0
178,0.0,0.085333333,0.512,0.384,0.256,0.384
179,0.426666667,0.512,0.0,0.0,0.64,0.64
180,0.085333333,0.042666667,0.554666667,0.128,0.256,0.64
181,0.256,0.256,0.128,0.469333333,0.042666667,0.256
182,0.128,0.042666667,0.597333333,0.213333333,0.0,0.469333333
183,0.426666667,0.384,0.384,0.298666667,0.170666667,0.512
184,0.341333333,0.213333333,0.213333333,0.512,0.426666667,0.128
185,0.042666667,0.426666667,0.213333333,0.170666667,0.0,0.085333333
186,0.0,0.042666667,0.64,0.426666667,0.042666667,0.554666667
187,0.512,0.597333333,0.128,0.426666667,0.213333333,0.64
188,0.597333333,0.128,0.426666667,0.213333333,0.085333333,0.554666667
189,0.554666667,0.597333333,0.341333333,0.256,0.042666667,0.341333333
190,0.512,0.554666667,0.469333333,0.170666667,0.213333333,0.341333333
191,0.0,0.170666667,0.384,0.384,0.384,0.085333333
192,0.128,0.128,0.0,0.512,0.085333333,0.0
193,0.213333333,0.597333333,0.384,0.128,0.085333333,0.384
194,0.64,0.213333333,0.0,0.384,0.128,0.298666667
195,0.298666667,0.64,0.554666667,0.554666667,0.128,0.298666667
196,0.597333333,0.256,0.085333333,0.298666667,0.256,0.597333333
197,0.554666667,0.64,0.256,0.384,0.085333333,0.256
198,0.085333333,0.512,0.512,0.256,0.597333333,0.341333333
199,0.298666667,0.298666667,0.256,0.0,0.042666667,0.042666667
200,0.170666667,0.213333333,0.512,0.256,0.042666667,0.042666667
201,0.042666667,0.341333333,0.341333333,0.213333333,0.341333333,0.085333333
202,0.298666667,0.554666667,0.469333333,0.256,0.469333333,0.384
203,0.512,0.128,0.298666667,0.64,0.170666667,0.341333333
204,0.256,0.128,0.256,0.0,0.256,0.128
205,0.085333333,0.341333333,0.597333333,0.384,0.085333333,0.469333333
206,0.426666667,0.64,0.085333333,0.426666667,0.170666667,0.554666667
207,0.554666667,0.554666667,0.0,0.341333333,0.042666667,0.512
208,0.128,0.085333333,0.341333333,0.128,0.298666667,0.256
209,0.554666667,0.0,0.256,0.64,0.512,0.256
210,0.554666667,0.426666667,0.298666667,0.341333333,0.341333333,0.298666667
211,0.512,0.128,0.597333333,0.0,0.554666667,0.384
212,0.512,0.256,0.64,0.085333333,0.469333333,0.170666667
213,0.085333333,0.170666667,0.085333333,0.042666667,0.042666667,0.128
214,0.64,0.0,0.384,0.469333333,0.256,0.298666667
215,0.170666667,0.213333333,0.469333333,0.085333333,0.170666667,0.554666667
216,0.042666667,0.512,0.384,0.384,0.512,0.554666667
217,0.512,0.597333333,0.0,0.085333333,0.426666667,0.384
218,0.256,0.512,0.042666667,0.469333333,0.469333333,0.426666667
219,0.298666667,0.597333333,0.170666667,0.213333333,0.042666667,0.554666667
220,0.512,0.512,0.256,0.64,0.426666667,0.64
221,0.469333333,0.0,0.469333333,0.213333333,0.554666667,0.597333333
222,0.341333333,0.597333333,0.384,0.512,0.170666667,0.384
223,0.469333333,0.085333333,0.298666667,0.042666667,0.128,0.170666667
224,0.554666667,0.469333333,0.426666667,0.554666667,0.64,0.426666667
225,0.256,0.298666667,0.597333333,0.64,0.426666667,0.0
226,0.341333333,0.597333333,0.298666667,0.64,0.384,0.64
227,0.128,0.426666667,0.128,0.341333333,0.0,0.64
228,0.426666667,0.042666667,0.469333333,0.554666667,0.426666667,0.085333333
229,0.213333333,0.298666667,0.554666667,0.426666667,0.426666667,0.170666667
230,0.256,0.426666667,0.512,0.64,0.341333333,0.0
231,0.469333333,0.341333333,0.256,0.170666667,0.341333333,0.341333333
232,0.213333333,0.256,0.042666667,0.512,0.469333333,0.512
233,0.085333333,0.042666667,0.426666667,0.213333333,0.128,0.256
234,0.341333333,0.341333333,0.298666667,0.469333333,0.512,0.554666667
235,0.170666667,0.256,0.170666667,0.554666667,0.426666667,0.469333333
236,0.512,0.512,0.085333333,0.170666667,0.597333333,0.085333333
237,0.597333333,0.469333333,0.469333333,0.341333333,0.298666667,0.128
238,0.512,0.170666667,0.085333333,0.64,0.597333333,0.213333333
239,0.170666667,0.341333333,0.597333333,0.469333333,0.170666667,0.085333333
240,0.128,0.469333333,0.213333333,0.170666667,0.042666667,0.170666667
241,0.213333333,0.512,0.298666667,0.384,0.256,0.128
242,0.469333333,0.0,0.512,0.170666667,0.426666667,0.554666667
243,0.042666667,0.426666667,0.213333333,0.0,0.298666667,0.256
244,0.0,0.0,0.469333333,0.042666667,0.554666667,0.64
245,0.426666667,0.298666667,0.213333333,0.597333333,0.170666667,0.469333333
246,0.554666667,0.213333333,0.469333333,0.554666667,0.426666667,0.0
247,0.256,0.469333333,0.341333333,0.64,0.512,0.64
248,0.469333333,0.64,0.170666667,0.0,0.085333333,0.554666667
249,0.128,0.64,0.341333333,0.554666667,0.085333333,0.213333333
250,0.554666667,0.64,0.512,0.128,0.0,0.042666667
251,0.128,0.64,0.597333333,0.341333333,0.128,0.469333333
252,0.256,0.469333333,0.469333333,0.256,0.128,0.256
253,0.512,0.0,0.170666667,0.554666667,0.554666667,0.042666667
254,0.256,0.170666667,0.298666667,0.597333333,0.213333333,0.256
255,0.085333333,0.426666667,0.042666667,0.213333333,0.469333333,0.170666667
256,0.384,0.128,0.042666667,0.298666667,0.426666667,0.213333333
257,0.597333333,0.170666667,0.085333333,0.597333333,0.426666667,0.512
258,0.341333333,0.554666667,0.128,0.384,0.0,0.469333333
259,0.170666667,0.554666667,0.64,0.128,0.170666667,0.213333333
260,0.384,0.554666667,0.512,0.298666667,0.128,0.085333333
261,0.384,0.64,0.597333333,0.597333333,0.0,0.554666667
262,0.0,0.085333333,0.426666667,0.0,0.64,0.469333333
263,0.512,0.341333333,0.384,0.384,0.341333333,0.597333333
264,0.469333333,0.554666667,0.042666667,0.597333333,0.469333333,0.213333333
265,0.170666667,0.0,0.298666667,0.0,0.597333333,0.085333333
266,0.554666667,0.426666667,0.341333333,0.512,0.597333333,0.256
267,0.64,0.64,0.384,0.469333333,0.597333333,0.213333333
268,0.170666667,0.554666667,0.341333333,0.64,0.256,0.213333333
269,0.298666667,0.341333333,0.298666667,0.554666667,0.384,0.384
270,0.256,0.426666667,0.469333333,0.469333333,0.170666667,0.256
271,0.384,0.128,0.384,0.0,0.085333333,0.085333333
272,0.554666667,0.085333333,0.213333333,0.341333333,0.256,0.298666667
273,0.042666667,0.213333333,0.469333333,0.469333333,0.469333333,0.426666667
274,0.042666667,0.554666667,0.64,0.128,0.597333333,0.512
275,0.384,0.384,0.0,0.256,0.554666667,0.085333333
276,0.042666667,0.64,0.469333333,0.597333333,0.512,0.042666667
277,0.512,0.128,0.042666667,0.298666667,0.042666667,0.64
278,0.426666667,0.384,0.512,0.469333333,0.64,0.469333333
279,0.597333333,0.085333333,0.042666667,0.0,0.554666667,0.426666667
280,0.469333333,0.597333333,0.213333333,0.469333333,0.0,0.512
281,0.469333333,0.256,0.042666667,0.170666667,0.341333333,0.512
282,0.469333333,0.554666667,0.085333333,0.170666667,0.042666667,0.426666667
283,0.341333333,0.341333333,0.042666667,0.384,0.469333333,0.0
284,0.597333333,0.64,0.042666667,0.597333333,0.085333333,0.426666667
285,0.085333333,0.341333333,0.085333333,0.298666667,0.512,0.469333333
286,0.170666667,0.426666667,0.64,0.0,0.0,0.554666667
287,0.128,0.384,0.512,0.426666667,0.128,0.64
288,0.298666667,0.597333333,0.341333333,0.042666667,0.64,0.213333333
289,0.426666667,0.512,0.085333333,0.469333333,0.0,0.042666667
290,0.426666667,0.469333333,0.426666667,0.0,0.384,0.597333333
291,0.512,0.128,0.341333333,0.256,0.384,0.64
292,0.597333333,0.256,0.64,0.597333333,0.597333333,0.64
293,0.256,0.426666667,0.554666667,0.384,0.0,0.170666667
294,0.469333333,0.256,0.341333333,0.384,0.213333333,0.597333333
295,0.64,0.170666667,0.256,0.512,0.64,0.64
296,0.256,0.512,0.085333333,0.170666667,0.426666667,0.042666667
297,0.0,0.213333333,0.213333333,0.384,0.554666667,0.64
298,0.426666667,0.170666667,0.0,0.170666667,0.170666667,0.597333333
299,0.64,0.256,0.170666667,0.298666667,0.426666667,0.384
300,0.256,0.512,0.554666667,0.597333333,0.341333333,0.042666667
301,0.128,0.554666667,0.554666667,0.170666667,0.597333333,0.341333333
302,0.554666667,0.426666667,0.0,0.0,0.512,0.256
303,0.341333333,0.512,0.0,0.64,0.0,0.512
304,0.0,0.170666667,0.469333333,0.512,0.042666667,0.341333333
305,0.298666667,0.0,0.512,0.554666667,0.512,0.042666667
306,0.426666667,0.554666667,0.469333333,0.341333333,0.0,0.384
307,0.213333333,0.597333333,0.426666667,0.213333333,0.64,0.341333333
308,0.213333333,0.042666667,0.554666667,0.298666667,0.341333333,0.128
309,0.469333333,0.512,0.597333333,0.085333333,0.128,0.128
310,0.256,0.341333333,0.0,0.0,0.170666667,0.256
311,0.384,0.128,0.0,0.64,0.042666667,0.597333333
312,0.085333333,0.341333333,0.213333333,0.213333333,0.256,0.426666667
313,0.298666667,0.512,0.0,0.64,0.213333333,0.0
314,0.170666667,0.554666667,0.256,0.341333333,0.341333333,0.298666667
315,0.085333333,0.042666667,0.213333333,0.554666667,0.597333333,0.128
316,0.597333333,0.512,0.469333333,0.597333333,0.0,0.042666667
317,0.64,0.341333333,0.0,0.426666667,0.64,0.170666667
318,0.256,0.512,0.170666667,0.469333333,0.384,0.64
319,0.256,0.512,0.512,0.170666667,0.256,0.554666667
320,0.256,0.256,0.384,0.170666667,0.554666667,0.170666667
321,0.426666667,0.128,0.042666667,0.384,0.597333333,0.554666667
322,0.042666667,0.512,0.512,0.512,0.512,0.554666667
323,0.341333333,0.426666667,0.213333333,0.170666667,0.298666667,0.170666667
324,0.469333333,0.256,0.597333333,0.469333333,0.256,0.469333333
325,0.597333333,0.426666667,0.597333333,0.256,0.128,0.341333333
326,0.341333333,0.384,0.0,0.426666667,0.341333333,0.341333333
327,0.384,0.469333333,0.512,0.469333333,0.554666667,0.042666667
328,0.298666667,0.554666667,0.0,0.256,0.469333333,0.213333333
329,0.469333333,0.085333333,0.085333333,0.213333333,0.426666667,0.426666667
330,0.469333333,0.597333333,0.469333333,0.426666667,0.384,0.256
331,0.0,0.469333333,0.298666667,0.256,0.0,0.469333333
332,0.341333333,0.0,0.469333333,0.512,0.0,0.469333333
333,0.426666667,0.042666667,0.384,0.170666667,0.64,0.256
334,0.170666667,0.213333333,0.085333333,0.170666667,0.0,0.085333333
335,0.384,0.0,0.170666667,0.0,0.469333333,0.256
336,0.0,0.298666667,0.597333333,0.512,0.0,0.085333333
337,0.085333333,0.256,0.256,0.213333333,0.085333333,0.341333333
338,0.0,0.042666667,0.341333333,0.64,0.298666667,0.256
339,0.0,0.384,0.085333333,0.213333333,0.213333333,0.085333333
340,0.341333333,0.64,0.384,0.341333333,0.256,0.64
341,0.042666667,0.213333333,0.64,0.256,0.597333333,0.128
342,0.085333333,0.128,0.64,0.469333333,0.170666667,0.085333333
343,0.469333333,0.64,0.341333333,0.170666667,0.64,0.512
344,0.170666667,0.170666667,0.426666667,0.597333333,0.469333333,0.0
345,0.469333333,0.213333333,0.213333333,0.0,0.0,0.213333333
346,0.298666667,0.64,0.0,0.469333333,0.597333333,0.128
347,0.64,0.341333333,0.554666667,0.469333333,0.213333333,0.170666667
348,0.512,0.085333333,0.213333333,0.341333333,0.64,0.426666667
349,0.597333333,0.426666667,0.0,0.469333333,0.597333333,0.597333333
350,0.128,0.512,0.512,0.64,0.256,0.426666667
351,0.256,0.426666667,0.256,0.170666667,0.085333333,0.384
352,0.64,0.597333333,0.085333333,0.64,0.128,0.085333333
353,0.128,0.128,0.512,0.256,0.512,0.128
354,0.085333333,0.469333333,0.469333333,0.64,0.085333333,0.0
355,0.512,0.042666667,0.170666667,0.469333333,0.554666667,0.597333333
356,0.298666667,0.597333333,0.341333333,0.128,0.298666667,0.128
357,0.085333333,0.384,0.128,0.0,0.298666667,0.213333333
358,0.554666667,0.554666667,0.384,0.554666667,0.64,0.256
359,0.341333333,0.128,0.213333333,0.256,0.384,0.170666667
360,0.341333333,0.213333333,0.042666667,0.0,0.426666667,0.213333333
361,0.213333333,0.298666667,0.128,0.469333333,0.042666667,0.384
362,0.554666667,0.170666667,0.554666667,0.128,0.426666667,0.170666667
363,0.213333333,0.042666667,0.341333333,0.042666667,0.469333333,0.085333333
364,0.597333333,0.128,0.298666667,0.512,0.042666667,0.298666667
365,0.170666667,0.0,0.042666667,0.64,0.042666667,0.256
366,0.341333333,0.426666667,0.554666667,0.213333333,0.170666667,0.426666667
367,0.426666667,0.469333333,0.426666667,0.085333333,0.384,0.384
368,0.597333333,0.128,0.426666667,0.64,0.042666667,0.128
369,0.298666667,0.64,0.426666667,0.341333333,0.512,0.469333333
370,0.341333333,0.128,0.298666667,0.512,0.341333333,0.64
371,0.0,0.341333333,0.426666667,0.170666667,0.597333333,0.042666667
372,0.128,0.469333333,0.512,0.426666667,0.597333333,0.0
373,0.597333333,0.384,0.128,0.341333333,0.085333333,0.256
374,0.341333333,0.042666667,0.042666667,0.512,0.042666667,0.170666667
375,0.426666667,0.554666667,0.298666667,0.128,0.341333333,0.512
376,0.469333333,0.128,0.597333333,0.085333333,0.0,0.64
377,0.64,0.042666667,0.341333333,0.128,0.554666667,0.085333333
378,0.042666667,0.64,0.64,0.256,0.0,0.469333333
379,0.597333333,0.597333333,0.469333333,0.128,0.085333333,0.512
380,0.426666667,0.384,0.0,0.384,0.341333333,0.213333333
381,0.128,0.085333333,0.213333333,0.170666667,0.597333333,0.554666667
382,0.298666667,0.554666667,0.256,0.512,0.128,0.426666667
383,0.512,0.512,0.0,0.64,0.512,0.0
384,0.426666667,0.170666667,0.256,0.469333333,0.0,0.085333333
385,0.64,0.170666667,0.042666667,0.128,0.085333333,0.128
386,0.213333333,0.512,0.597333333,0.0,0.554666667,0.512
387,0.042666667,0.128,0.0,0.085333333,0.64,0.512
388,0.426666667,0.213333333,0.64,0.0,0.256,0.256
389,0.64,0.597333333,0.469333333,0.0,0.341333333,0.0
390,0.128,0.128,0.042666667,0.64,0.554666667,0.298666667
391,0.085333333,0.213333333,0.170666667,0.426666667,0.085333333,0.0
392,0.64,0.512,0.64,0.0,0.298666667,0.64
393,0.597333333,0.042666667,0.298666667,0.213333333,0.469333333,0.469333333
394,0.042666667,0.341333333,0.469333333,0.0,0.341333333,0.597333333
395,0.0,0.341333333,0.256,0.341333333,0.554666667,0.426666667
396,0.170666667,0.384,0.341333333,0.128,0.042666667,0.597333333
397,0.512,0.042666667,0.341333333,0.426666667,0.64,0.426666667
398,0.512,0.384,0.128,0.128,0.128,0.170666667
399,0.64,0.085333333,0.085333333,0.298666667,0.384,0.341333333
400,0.384,0.213333333,0.597333333,0.64,0.213333333,0.213333333
401,0.426666667,0.0,0.256,0.0,0.384,0.0
402,0.554666667,0.554666667,0.341333333,0.384,0.213333333,0.554666667
403,0.426666667,0.341333333,0.384,0.512,0.213333333,0.298666667
404,0.384,0.042666667,0.0,0.298666667,0.512,0.554666667
405,0.426666667,0.384,0.213333333,0.384,0.512,0.170666667
406,0.469333333,0.085333333,0.085333333,0.341333333,0.0,0.128
407,0.512,0.512,0.128,0.256,0.213333333,0.085333333
408,0.554666667,0.469333333,0.128,0.256,0.341333333,0.085333333
409,0.256,0.597333333,0.426666667,0.426666667,0.64,0.341333333
410,0.597333333,0.128,0.512,0.170666667,0.256,0.0
411,0.128,0.213333333,0.426666667,0.213333333,0.170666667,0.341333333
412,0.597333333,0.042666667,0.64,0.554666667,0.085333333,0.256
413,0.597333333,0.298666667,0.597333333,0.213333333,0.085333333,0.384
